Id,Level,Name,Desc,EffectID,ShaderID,MaterialId,Intensity,IsStackable,IsCountable,MaxStackNum,IsMaxStackOnCreate,MaxStackNewBuffID,RemoveOnCast,ActiveBegionAttribOnCast,Count,Interval,DotType,TriggerHP,Exclude,SrcExclude,FunctionExclude,DescType,DescMSec,DescEffect,DescMinTick,DescMaxCount,IsSave,DeleteOnDeath,DeleteOnSafe,DeleteOnBattleEnd,DeleteOnLeaveScene,DeleteOnNoFighting,DeleteOnSpecialState,DeleteOnSpecialRun,IsOffLineClock,FindTargetsRelasion,FindTargetsCountMax,FindTargetsRadius,FindTargetsCharacterType,DispelType,NeedAttrPointPercent,NeedAttrPointID,BeginAttrib1,BeginValue1A,BeginValue1B,BeginAttrib2,BeginValue2A,BeginValue2B,BeginAttrib3,BeginValue3A,BeginValue3B,BeginAttrib4,BeginValue4A,BeginValue4B,BeginAttrib5,BeginValue5A,BeginValue5B,BeginAttrib6,BeginValue6A,BeginValue6B,ActiveAttrib1,ActiveValue1A,ActiveValue1B,ActiveAttrib2,ActiveValue2A,ActiveValue2B,ActiveAttrib3,ActiveValue3A,ActiveValue3B,EndTimeAttrib1,EndTimeValue1A,EndTimeValue1B,EndTimeAttrib2,EndTimeValue2A,EndTimeValue2B,EndTimeAttrib3,EndTimeValue3A,EndTimeValue3B,BeClearAttrib1,BeClearValue1A,BeClearValue1B,BeClearAttrib2,BeClearValue2A,BeClearValue2B,BeClearAttrib3,BeClearValue3A,BeClearValue3B,BeDispelAttrib1,BeDispelValue1A,BeDispelValue1B,BeShieldAttrib1,BeShieldValue1A,BeShieldValue1B,BeDelAttrib1,BeDelValue1A,BeDelValue1B,IconAtlas,IconName,ShowDesc,ShowType,ShowValue,SyncToSelfClient,SyncToOtherClient,SrcVisible
322,136,坐忘无我增加精准攻击,坐忘无我增加精准攻击,0,0,0,136,1,0,10,0,0,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,ignoredodgerate_v,357,0,attack_v,178,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Gongji+,[d73e1a]坐忘无我增益，精准攻击提升[-],1,0,1,0,0
322,137,坐忘无我增加精准攻击,坐忘无我增加精准攻击,0,0,0,137,1,0,10,0,0,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,ignoredodgerate_v,359,0,attack_v,179,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Gongji+,[d73e1a]坐忘无我增益，精准攻击提升[-],1,0,1,0,0
322,138,坐忘无我增加精准攻击,坐忘无我增加精准攻击,0,0,0,138,1,0,10,0,0,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,ignoredodgerate_v,361,0,attack_v,180,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Gongji+,[d73e1a]坐忘无我增益，精准攻击提升[-],1,0,1,0,0
322,139,坐忘无我增加精准攻击,坐忘无我增加精准攻击,0,0,0,139,1,0,10,0,0,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,ignoredodgerate_v,364,0,attack_v,182,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Gongji+,[d73e1a]坐忘无我增益，精准攻击提升[-],1,0,1,0,0
322,140,坐忘无我增加精准攻击,坐忘无我增加精准攻击,0,0,0,140,1,0,10,0,0,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,ignoredodgerate_v,366,0,attack_v,183,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Gongji+,[d73e1a]坐忘无我增益，精准攻击提升[-],1,0,1,0,0
322,141,坐忘无我增加精准攻击,坐忘无我增加精准攻击,0,0,0,141,1,0,10,0,0,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,ignoredodgerate_v,368,0,attack_v,184,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Gongji+,[d73e1a]坐忘无我增益，精准攻击提升[-],1,0,1,0,0
322,142,坐忘无我增加精准攻击,坐忘无我增加精准攻击,0,0,0,142,1,0,10,0,0,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,ignoredodgerate_v,370,0,attack_v,185,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Gongji+,[d73e1a]坐忘无我增益，精准攻击提升[-],1,0,1,0,0
322,143,坐忘无我增加精准攻击,坐忘无我增加精准攻击,0,0,0,143,1,0,10,0,0,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,ignoredodgerate_v,372,0,attack_v,186,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Gongji+,[d73e1a]坐忘无我增益，精准攻击提升[-],1,0,1,0,0
322,144,坐忘无我增加精准攻击,坐忘无我增加精准攻击,0,0,0,144,1,0,10,0,0,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,ignoredodgerate_v,374,0,attack_v,187,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Gongji+,[d73e1a]坐忘无我增益，精准攻击提升[-],1,0,1,0,0
322,145,坐忘无我增加精准攻击,坐忘无我增加精准攻击,0,0,0,145,1,0,10,0,0,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,ignoredodgerate_v,377,0,attack_v,188,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Gongji+,[d73e1a]坐忘无我增益，精准攻击提升[-],1,0,1,0,0
322,146,坐忘无我增加精准攻击,坐忘无我增加精准攻击,0,0,0,146,1,0,10,0,0,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,ignoredodgerate_v,379,0,attack_v,189,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Gongji+,[d73e1a]坐忘无我增益，精准攻击提升[-],1,0,1,0,0
322,147,坐忘无我增加精准攻击,坐忘无我增加精准攻击,0,0,0,147,1,0,10,0,0,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,ignoredodgerate_v,381,0,attack_v,190,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Gongji+,[d73e1a]坐忘无我增益，精准攻击提升[-],1,0,1,0,0
322,148,坐忘无我增加精准攻击,坐忘无我增加精准攻击,0,0,0,148,1,0,10,0,0,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,ignoredodgerate_v,383,0,attack_v,191,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Gongji+,[d73e1a]坐忘无我增益，精准攻击提升[-],1,0,1,0,0
322,149,坐忘无我增加精准攻击,坐忘无我增加精准攻击,0,0,0,149,1,0,10,0,0,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,ignoredodgerate_v,385,0,attack_v,192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Gongji+,[d73e1a]坐忘无我增益，精准攻击提升[-],1,0,1,0,0
322,150,坐忘无我增加精准攻击,坐忘无我增加精准攻击,0,0,0,150,1,0,10,0,0,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,ignoredodgerate_v,387,0,attack_v,193,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Gongji+,[d73e1a]坐忘无我增益，精准攻击提升[-],1,0,1,0,0
322,151,坐忘无我增加精准攻击,坐忘无我增加精准攻击,0,0,0,151,1,0,10,0,0,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,ignoredodgerate_v,390,0,attack_v,195,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Gongji+,[d73e1a]坐忘无我增益，精准攻击提升[-],1,0,1,0,0
322,152,坐忘无我增加精准攻击,坐忘无我增加精准攻击,0,0,0,152,1,0,10,0,0,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,ignoredodgerate_v,392,0,attack_v,196,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Gongji+,[d73e1a]坐忘无我增益，精准攻击提升[-],1,0,1,0,0
322,153,坐忘无我增加精准攻击,坐忘无我增加精准攻击,0,0,0,153,1,0,10,0,0,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,ignoredodgerate_v,394,0,attack_v,197,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Gongji+,[d73e1a]坐忘无我增益，精准攻击提升[-],1,0,1,0,0
322,154,坐忘无我增加精准攻击,坐忘无我增加精准攻击,0,0,0,154,1,0,10,0,0,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,ignoredodgerate_v,396,0,attack_v,198,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Gongji+,[d73e1a]坐忘无我增益，精准攻击提升[-],1,0,1,0,0
322,155,坐忘无我增加精准攻击,坐忘无我增加精准攻击,0,0,0,155,1,0,10,0,0,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,ignoredodgerate_v,398,0,attack_v,199,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Gongji+,[d73e1a]坐忘无我增益，精准攻击提升[-],1,0,1,0,0
322,156,坐忘无我增加精准攻击,坐忘无我增加精准攻击,0,0,0,156,1,0,10,0,0,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,ignoredodgerate_v,400,0,attack_v,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Gongji+,[d73e1a]坐忘无我增益，精准攻击提升[-],1,0,1,0,0
322,157,坐忘无我增加精准攻击,坐忘无我增加精准攻击,0,0,0,157,1,0,10,0,0,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,ignoredodgerate_v,403,0,attack_v,201,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Gongji+,[d73e1a]坐忘无我增益，精准攻击提升[-],1,0,1,0,0
322,158,坐忘无我增加精准攻击,坐忘无我增加精准攻击,0,0,0,158,1,0,10,0,0,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,ignoredodgerate_v,405,0,attack_v,202,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Gongji+,[d73e1a]坐忘无我增益，精准攻击提升[-],1,0,1,0,0
322,159,坐忘无我增加精准攻击,坐忘无我增加精准攻击,0,0,0,159,1,0,10,0,0,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,ignoredodgerate_v,407,0,attack_v,203,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Gongji+,[d73e1a]坐忘无我增益，精准攻击提升[-],1,0,1,0,0
322,160,坐忘无我增加精准攻击,坐忘无我增加精准攻击,0,0,0,160,1,0,10,0,0,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,ignoredodgerate_v,409,0,attack_v,204,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Gongji+,[d73e1a]坐忘无我增益，精准攻击提升[-],1,0,1,0,0
322,161,坐忘无我增加精准攻击,坐忘无我增加精准攻击,0,0,0,161,1,0,10,0,0,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,ignoredodgerate_v,411,0,attack_v,205,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Gongji+,[d73e1a]坐忘无我增益，精准攻击提升[-],1,0,1,0,0
322,162,坐忘无我增加精准攻击,坐忘无我增加精准攻击,0,0,0,162,1,0,10,0,0,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,ignoredodgerate_v,413,0,attack_v,206,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Gongji+,[d73e1a]坐忘无我增益，精准攻击提升[-],1,0,1,0,0
322,163,坐忘无我增加精准攻击,坐忘无我增加精准攻击,0,0,0,163,1,0,10,0,0,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,ignoredodgerate_v,416,0,attack_v,208,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Gongji+,[d73e1a]坐忘无我增益，精准攻击提升[-],1,0,1,0,0
322,164,坐忘无我增加精准攻击,坐忘无我增加精准攻击,0,0,0,164,1,0,10,0,0,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,ignoredodgerate_v,418,0,attack_v,209,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Gongji+,[d73e1a]坐忘无我增益，精准攻击提升[-],1,0,1,0,0
323,1,开天辟地固定伤害buff,开天辟地固定伤害buff,0,0,0,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,life_v,-90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
323,2,开天辟地固定伤害buff,开天辟地固定伤害buff,0,0,0,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,life_v,-181,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
323,3,开天辟地固定伤害buff,开天辟地固定伤害buff,0,0,0,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,life_v,-272,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
323,4,开天辟地固定伤害buff,开天辟地固定伤害buff,0,0,0,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,life_v,-363,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
323,5,开天辟地固定伤害buff,开天辟地固定伤害buff,0,0,0,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,life_v,-453,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
323,6,开天辟地固定伤害buff,开天辟地固定伤害buff,0,0,0,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,life_v,-544,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
323,7,开天辟地固定伤害buff,开天辟地固定伤害buff,0,0,0,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,life_v,-635,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
323,8,开天辟地固定伤害buff,开天辟地固定伤害buff,0,0,0,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,life_v,-726,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
323,9,开天辟地固定伤害buff,开天辟地固定伤害buff,0,0,0,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,life_v,-756,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
323,10,开天辟地固定伤害buff,开天辟地固定伤害buff,0,0,0,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,life_v,-786,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
323,11,开天辟地固定伤害buff,开天辟地固定伤害buff,0,0,0,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,life_v,-816,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
323,12,开天辟地固定伤害buff,开天辟地固定伤害buff,0,0,0,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,life_v,-847,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
323,13,开天辟地固定伤害buff,开天辟地固定伤害buff,0,0,0,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,life_v,-877,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
323,14,开天辟地固定伤害buff,开天辟地固定伤害buff,0,0,0,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,life_v,-907,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
323,15,开天辟地固定伤害buff,开天辟地固定伤害buff,0,0,0,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,life_v,-925,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
323,16,开天辟地固定伤害buff,开天辟地固定伤害buff,0,0,0,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,life_v,-943,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
323,17,开天辟地固定伤害buff,开天辟地固定伤害buff,0,0,0,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,life_v,-962,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
323,18,开天辟地固定伤害buff,开天辟地固定伤害buff,0,0,0,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,life_v,-980,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
323,19,开天辟地固定伤害buff,开天辟地固定伤害buff,0,0,0,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,life_v,-1152,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
323,20,开天辟地固定伤害buff,开天辟地固定伤害buff,0,0,0,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,life_v,-1173,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
323,21,开天辟地固定伤害buff,开天辟地固定伤害buff,0,0,0,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,life_v,-1194,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
323,22,开天辟地固定伤害buff,开天辟地固定伤害buff,0,0,0,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,life_v,-1215,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
323,23,开天辟地固定伤害buff,开天辟地固定伤害buff,0,0,0,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,life_v,-1236,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
323,24,开天辟地固定伤害buff,开天辟地固定伤害buff,0,0,0,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,life_v,-1506,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
323,25,开天辟地固定伤害buff,开天辟地固定伤害buff,0,0,0,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,life_v,-1531,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
323,26,开天辟地固定伤害buff,开天辟地固定伤害buff,0,0,0,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,life_v,-1556,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
323,27,开天辟地固定伤害buff,开天辟地固定伤害buff,0,0,0,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,life_v,-1581,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
323,28,开天辟地固定伤害buff,开天辟地固定伤害buff,0,0,0,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,life_v,-1607,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
323,29,开天辟地固定伤害buff,开天辟地固定伤害buff,0,0,0,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,life_v,-1752,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
323,30,开天辟地固定伤害buff,开天辟地固定伤害buff,0,0,0,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,life_v,-1779,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
323,31,开天辟地固定伤害buff,开天辟地固定伤害buff,0,0,0,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,life_v,-1806,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
323,32,开天辟地固定伤害buff,开天辟地固定伤害buff,0,0,0,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,life_v,-1833,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
323,33,开天辟地固定伤害buff,开天辟地固定伤害buff,0,0,0,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,life_v,-1860,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
323,34,开天辟地固定伤害buff,开天辟地固定伤害buff,0,0,0,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,life_v,-2016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
323,35,开天辟地固定伤害buff,开天辟地固定伤害buff,0,0,0,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,life_v,-2044,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
